isim,cinsiyet,yas,boy,kilo,takim,uok,yil,sezon,sehir,spor,etkinlik,madalya
Knut Emanuel Torell,M,27.0,177.0,73.0,Sweden,SWE,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Einar Torgersen,M,33.0,175.04545454545453,72.27777777777777,Marmi II-1,NOR,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Silver
Therese Elisabeth Torgersson,F,28.0,173.0,61.0,Sweden,SWE,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Bronze
Dmitry Nikolayevich Torgovanov,M,28.0,200.0,105.0,Russia,RUS,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
Dmitry Nikolayevich Torgovanov,M,32.0,200.0,105.0,Russia,RUS,2004,Summer,Athina,Handball,Handball Men's Handball,Bronze
Simeon Galvez Toribio,M,26.0,188.01764705882354,75.97102526002972,Philippines,PHI,1932,Summer,Los Angeles,Athletics,Athletics Men's High Jump,Bronze
Torleif Torkildsen,M,19.0,177.0,73.0,Norway,NOR,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
Jari Kaarlo Torkki,M,22.0,180.0,83.0,Finland,FIN,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Nadezhda Viktorovna Torlopova,F,33.0,175.0,75.0,Russia,RUS,2012,Summer,London,Boxing,Boxing Women's Middleweight,Silver
Jlius Torma,M,26.0,174.84368308351176,67.33297872340425,Czechoslovakia,TCH,1948,Summer,London,Boxing,Boxing Men's Welterweight,Gold
Antti Ilari Trmnen,M,27.0,185.0,93.5,Finland,FIN,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Jouko Sihveri Trmnen,M,25.0,173.0,65.0,Finland,FIN,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
Tor Gsta Alexander Trner,M,24.0,177.0,73.0,Sweden,SWE,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Yelena Andonisovna Tornikidu,F,27.0,185.0,73.0,Unified Team,EUN,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Gold
Andrs Istvn Tr,M,20.0,178.0,69.0,Hungary,HUN,1960,Summer,Roma,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
Cristian Isaac Toro Carballo,M,24.0,188.0,90.0,Spain,ESP,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
Sofia Toro Prieto-Puga,F,21.0,159.0,68.0,Spain,ESP,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Gold
Ferenc Trk,M,29.0,175.0,68.0,Hungary,HUN,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Ferenc Trk,M,29.0,175.0,68.0,Hungary,HUN,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
Ferenc Trk,M,33.0,175.0,68.0,Hungary,HUN,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Gbor Trk,M,24.0,181.0,76.0,Hungary,HUN,1960,Summer,Roma,Football,Football Men's Football,Bronze
Gyula Trk,M,22.0,161.0,54.0,Hungary,HUN,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,Gold
Ott Trk,M,26.0,178.0,68.0,Hungary,HUN,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
Oleksiy Pavlovych Torokhtiy,M,26.0,181.0,105.0,Ukraine,UKR,2012,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,Gold
Olga Trs (-Szemerey),F,21.0,155.7158371040724,47.322404371584696,Hungary,HUN,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Davit Torosyan,M,25.0,158.0,51.0,Soviet Union,URS,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,Bronze
Gina Torrealva,F,26.0,175.0,59.0,Peru,PER,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Silver
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,27.0,170.0,57.0,United States,USA,1992,Summer,Barcelona,Athletics,Athletics Women's 200 metres,Gold
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,27.0,170.0,57.0,United States,USA,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,27.0,170.0,57.0,United States,USA,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,31.0,170.0,57.0,United States,USA,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres,Bronze
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,31.0,170.0,57.0,United States,USA,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Alba Torrens Salom,F,26.0,195.0,80.0,Spain,ESP,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
Carlos Torrent Tarres,M,29.0,179.0,74.0,Spain,ESP,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Aureliano Torres Romn,M,22.0,179.0,73.0,Paraguay,PAR,2004,Summer,Athina,Football,Football Men's Football,Silver
"Dara Grace Torres (-Hoffman, -Minas)",F,17.0,183.0,68.0,United States,USA,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Dara Grace Torres (-Hoffman, -Minas)",F,21.0,183.0,68.0,United States,USA,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Dara Grace Torres (-Hoffman, -Minas)",F,21.0,183.0,68.0,United States,USA,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
"Dara Grace Torres (-Hoffman, -Minas)",F,25.0,183.0,68.0,United States,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Dara Grace Torres (-Hoffman, -Minas)",F,33.0,183.0,68.0,United States,USA,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Bronze
"Dara Grace Torres (-Hoffman, -Minas)",F,33.0,183.0,68.0,United States,USA,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Bronze
"Dara Grace Torres (-Hoffman, -Minas)",F,33.0,183.0,68.0,United States,USA,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Dara Grace Torres (-Hoffman, -Minas)",F,33.0,183.0,68.0,United States,USA,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,Bronze
"Dara Grace Torres (-Hoffman, -Minas)",F,33.0,183.0,68.0,United States,USA,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,United States,USA,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Silver
"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,United States,USA,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,United States,USA,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Jos Louis Torres,M,20.0,178.0,71.0,United States,USA,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Middleweight,Silver
Marco Torrs,M,32.0,167.6349315068493,63.34862385321101,France,FRA,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Individual All-Around,Silver
Marco Torrs,M,32.0,167.53996737357258,63.13330529857023,France,FRA,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Regla Radameris Torres Herrera,F,17.0,191.0,78.0,Cuba,CUB,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold
Regla Radameris Torres Herrera,F,21.0,191.0,78.0,Cuba,CUB,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold
Regla Radameris Torres Herrera,F,25.0,191.0,78.0,Cuba,CUB,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
"Owen Cates Torrey, Jr.",M,22.0,181.71926229508196,86.60609243697479,Margaret,USA,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Bronze
"Riccardo ""Bibi"" Torriani",M,16.0,180.99144412756027,83.77559260224017,Switzerland,SUI,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
"Riccardo ""Bibi"" Torriani",M,36.0,180.99144412756027,83.77559260224017,Switzerland,SUI,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Viktor Vasilyevich Torshin,M,24.0,173.0,73.0,Soviet Union,URS,1972,Summer,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Bronze
Oskar Ferald Wilhelm Trsleff,M,21.0,179.84615384615384,81.66666666666667,Sylvia,SWE,1928,Summer,Amsterdam,Sailing,Sailing Mixed 8 metres,Bronze
Mathias Abraham Torstensen,M,19.0,178.5,67.9090909090909,Kristiania Roklub-1,NOR,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze
Tore Torvbrten,M,30.0,187.0,84.0,Norway,NOR,1998,Winter,Nagano,Curling,Curling Men's Curling,Bronze
Jayne Torvill (-Christensen),F,26.0,160.0,48.0,Great Britain-1,GBR,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Jayne Torvill (-Christensen),F,36.0,160.0,48.0,Great Britain,GBR,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
Eri Tosaka,F,22.0,152.0,48.0,Japan,JPN,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
Piero Toscani,M,23.0,179.31105398457584,74.93261455525607,Italy,ITA,1928,Summer,Amsterdam,Boxing,Boxing Men's Middleweight,Gold
Giuseppe Tosi,M,32.0,193.0,125.0,Italy,ITA,1948,Summer,London,Athletics,Athletics Men's Discus Throw,Silver
Beatrix Tth-Gyri,F,29.0,174.84027777777777,68.87685113016367,Hungary,HUN,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze
Dvid Tth,M,27.0,181.0,81.0,Hungary,HUN,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Ferenc Tth,M,39.0,165.84887459807075,61.82954545454545,Hungary,HUN,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
Gza Tth,M,32.0,172.0,85.0,Hungary,HUN,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
Gyula Tth,M,29.0,162.0,67.0,Hungary,HUN,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
Istvn Tth,M,28.0,168.0,62.0,Hungary,HUN,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
Judit Tth (-Gamauf),F,29.0,155.7158371040724,47.322404371584696,Hungary,HUN,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Klmn Tth,M,28.0,170.0,65.0,Hungary,HUN,1972,Summer,Munich,Football,Football Men's Football,Silver
Lajos Tth,M,33.0,167.53996737357258,63.13330529857023,Hungary,HUN,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Matej Tth,M,33.0,185.0,73.0,Slovakia,SVK,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Gold
Nomi Tth,F,28.0,180.0,67.0,Italy,ITA,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
Pter Tth,M,23.0,175.33896987366376,70.70239290053351,Hungary,HUN,1906,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual, Three Hits",Bronze
Pter Tth,M,25.0,178.95701643489255,75.40431266846362,Hungary,HUN,1908,Summer,London,Fencing,"Fencing Men's Sabre, Team",Gold
Pter Tth,M,29.0,178.95701643489255,75.40431266846362,Hungary,HUN,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",Gold
Borbla Tth Harsnyi,F,29.0,186.0,78.0,Hungary,HUN,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze
Katalin Tth Harsnyi-Laki,F,28.0,180.0,75.0,Hungary,HUN,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze
Tatyana Ivanovna Totmyanina,F,24.0,160.0,44.0,Russia-1,RUS,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Pairs,Gold
Gbor Totola,M,18.0,199.0,95.0,Hungary,HUN,1992,Summer,Barcelona,Fencing,"Fencing Men's epee, Team",Silver
Rustam Stanislavovich Totrov,M,28.0,172.0,96.0,Russia,RUS,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
Brigitte Totschnig (-Habersatter),F,21.0,165.0,58.0,Austria,AUT,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
Radek oupal,M,25.0,181.0,77.0,Czechoslovakia,TCH,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Josephine Maria Touray,F,24.0,165.0,57.0,Denmark,DEN,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
Jos Bassidiki Tour,M,23.0,182.0,76.0,France,FRA,1984,Summer,Los Angeles,Football,Football Men's Football,Gold
"Khuloud ""Loudy"" Tourky-Wiggins",F,21.0,147.0,45.0,Australia,AUS,2000,Summer,Sydney,Diving,Diving Women's Synchronized Platform,Bronze
"Khuloud ""Loudy"" Tourky-Wiggins",F,25.0,147.0,45.0,Australia,AUS,2004,Summer,Athina,Diving,Diving Women's Platform,Bronze
Arnaud Pierre Armand Tournant,M,22.0,180.0,80.0,France,FRA,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Gold
Arnaud Pierre Armand Tournant,M,26.0,180.0,80.0,France,FRA,2004,Summer,Athina,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
Arnaud Pierre Armand Tournant,M,26.0,180.0,80.0,France,FRA,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Bronze
Arnaud Pierre Armand Tournant,M,30.0,180.0,80.0,France,FRA,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Silver
Jean-Franois Tournon,M,46.0,178.95701643489255,75.40431266846362,France,FRA,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",Bronze
Pascal Andr Jean Touron,M,27.0,176.0,70.0,France,FRA,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Pascal Andr Jean Touron,M,31.0,176.0,70.0,France,FRA,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Cheryl Renee Toussaint (-Eason),F,19.0,170.0,54.0,United States,USA,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Daphne Touw,F,30.0,168.0,80.0,Netherlands,NED,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
Damien Michel Touya,M,21.0,185.0,80.0,France,FRA,1996,Summer,Atlanta,Fencing,"Fencing Men's Sabre, Individual",Bronze
Damien Michel Touya,M,25.0,185.0,80.0,France,FRA,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Team",Silver
Damien Michel Touya,M,29.0,185.0,80.0,France,FRA,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Gold
Gal Touya,M,30.0,184.0,76.0,France,FRA,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Gold
Nicolas Jean Denis Touzaint,M,24.0,174.0,60.0,France,FRA,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Scott Joseph Touzinsky,M,26.0,198.0,86.0,United States,USA,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
Yevheniya Ivanivna Tovstohan,F,23.0,186.0,82.0,Soviet Union,URS,1988,Summer,Seoul,Handball,Handball Women's Handball,Bronze
Willie Michael Toweel,M,18.0,163.5968109339408,51.36542923433875,South Africa,RSA,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,Bronze
Harold William Tower,M,21.0,188.0,82.0,United States,USA,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold
Julie Gail Towers (-Richardson),F,23.0,165.0,62.0,Australia,AUS,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
Forrest Grady Towns,M,22.0,188.0,75.0,United States,USA,1936,Summer,Berlin,Athletics,Athletics Men's 110 metres Hurdles,Gold
Darian Roy Townsend,M,19.0,195.0,87.0,South Africa,RSA,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
David G. H. Townsend,M,24.0,192.0,89.0,Great Britain,GBR,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Bronze
"Robert Edward ""Ed"" Townsend, Jr.",M,21.0,193.0,89.0,United States,USA,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Samuel George Fitzhugh Townsend,M,25.556898357297374,178.25694444444446,73.33481575603558,United States,USA,1904,Summer,St. Louis,Fencing,"Fencing Men's Foil, Team",Silver
Susannah Townsend,F,27.0,168.0,61.0,Great Britain,GBR,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
Jacqueline Afine Toxopeus,F,31.0,169.0,65.0,Netherlands,NED,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Bronze
Hisakichi Toyoda (-Minejima),M,20.0,185.22486288848262,78.87200383509108,Japan,JPN,1932,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Roberto Tozzi,M,21.0,180.0,72.0,Italy,ITA,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Anne Tnnessen,F,26.0,164.0,64.0,Norway,NOR,2000,Summer,Sydney,Football,Football Women's Football,Gold
Ejnar Tnsager,M,24.0,178.5,55.0,Kristiania Roklub-1,NOR,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze
Haakon Tnsager,M,21.0,178.5,67.9090909090909,Kristiania Roklub-1,NOR,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Bronze
Reidar Samuel Tnsberg,M,27.0,175.33896987366376,70.70239290053351,Norway,NOR,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
Kari Traa,F,24.0,168.0,65.0,Norway,NOR,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Women's Moguls,Bronze
Kari Traa,F,28.0,168.0,65.0,Norway,NOR,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold
Kari Traa,F,32.0,168.0,65.0,Norway,NOR,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
Gottfried Trachsel,M,44.0,172.7129840546697,64.97722095671982,Switzerland,SUI,1952,Summer,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Gottfried Trachsel,M,48.0,172.7129840546697,64.97722095671982,Switzerland,SUI,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
Jzef Tracz,M,24.0,176.0,73.0,Poland,POL,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
Jzef Tracz,M,27.0,176.0,73.0,Poland,POL,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
Jzef Tracz,M,31.0,176.0,73.0,Poland,POL,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
Stphane Andr Michel Traineau,M,29.0,192.0,98.0,France,FRA,1996,Summer,Atlanta,Judo,Judo Men's Half-Heavyweight,Bronze
Stphane Andr Michel Traineau,M,33.0,192.0,98.0,France,FRA,2000,Summer,Sydney,Judo,Judo Men's Half-Heavyweight,Bronze
Renato Traiola,M,27.0,186.80173913043478,87.7061717352415,Italy,ITA,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Bronze
"Kenneth ""Ken"" Tralnberg",M,45.0,175.0,88.0,Canada,CAN,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
Lucas Tramr,M,26.0,183.0,75.0,Switzerland,SUI,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Terrence R. Trammell,M,21.0,188.0,84.0,United States,USA,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,Silver
Terrence R. Trammell,M,25.0,188.0,84.0,United States,USA,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Silver
Reinhold Trampler,M,34.0,178.95701643489255,75.40431266846362,Austria,AUT,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",Silver
Trn Hiu Ngn,F,26.0,157.0,47.0,Vietnam,VIE,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Featherweight,Silver
Igor Leonidovich Trandenkov,M,25.0,191.0,80.0,Unified Team,EUN,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,Silver
Igor Leonidovich Trandenkov,M,29.0,191.0,80.0,Russia,RUS,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,Silver
Marina Yevgenyevna Trandenkova (Krivosheina-),F,25.0,170.0,60.0,Unified Team,EUN,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Maksim Leonidovich Trankov,M,30.0,187.0,77.0,Russia-1,RUS,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Gold
Maksim Leonidovich Trankov,M,30.0,187.0,77.0,Russia,RUS,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
Livio Trap,M,23.0,180.0,75.0,Italy,ITA,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",Silver
Livio Trap,M,23.0,180.0,75.0,Italy,ITA,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
"Stephen Patrick ""Steve"" Trapmore",M,25.0,192.0,90.0,Great Britain,GBR,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
Mrioara Trac (-Curelea),F,21.0,172.0,68.0,Romania,ROU,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
Mrioara Trac (-Curelea),F,25.0,172.0,68.0,Romania,ROU,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze
Mrioara Trac (-Curelea),F,25.0,172.0,68.0,Romania,ROU,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
Keith Charles Trask,M,23.0,190.0,95.0,New Zealand,NZL,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Gold
"Friedrich Adolf ""Fritz"" Traun",M,20.0,184.88537549407116,79.16733870967742,Great Britain/Germany,GER,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Gold
Christine S.  Traurig,F,43.0,178.0,58.0,United States,USA,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
Richard Trautmann,M,23.0,168.0,65.0,Germany,GER,1992,Summer,Barcelona,Judo,Judo Men's Extra-Lightweight,Bronze
Richard Trautmann,M,27.0,168.0,65.0,Germany,GER,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,Bronze
"Andreas ""Traudl"" Trautmann",M,21.0,184.0,78.0,East Germany,GDR,1980,Summer,Moskva,Football,Football Men's Football,Silver
Lucia Traversa,F,23.0,168.0,62.0,Italy,ITA,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Team",Silver
Dragan Travica,M,25.0,200.0,94.0,Italy,ITA,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Bronze
Aleksandr Konstantinovich Travin,M,27.0,188.0,85.0,Soviet Union,URS,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
Petar Trbojevi,M,27.0,197.0,94.0,Serbia and Montenegro,SCG,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
Petar Trbojevi,M,30.0,197.0,94.0,Serbia and Montenegro,SCG,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Silver
John Treacy,M,27.0,175.0,59.0,Ireland,IRL,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,Silver
Henryk Trbicki,M,27.0,159.0,56.0,Poland,POL,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Bantamweight,Bronze
Luk Trefil,M,23.0,187.0,90.0,Czech Republic,CZE,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Luk Trefil,M,27.0,187.0,90.0,Czech Republic,CZE,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Andrey Viktorovich Trefilov,M,22.0,183.0,79.0,Unified Team,EUN,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Andrey Viktorovich Trefilov,M,28.0,183.0,79.0,Russia,RUS,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Ivan Sergeyevich Tregubov,M,26.0,185.0,83.0,Soviet Union,URS,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Viktor Nikolayevich Tregubov,M,27.0,176.7594936708861,97.0,Unified Team,EUN,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight I,Gold
Elizabeth Jane Tregunno (-Stamp),F,22.0,185.0,68.0,Canada,CAN,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver
